,PlayerID,Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel
0,28075,16,Male,USA,Sports,7.331621576826548,0,Easy,14,159,22,33,High
1,40805,42,Male,Other,Action,0.12035567016843718,0,Easy,11,74,26,3,Low
2,47063,16,Male,Asia,Sports,18.24455450545895,0,Hard,3,79,5,8,Low
3,48029,18,Female,Asia,Strategy,14.754637848211857,0,Medium,9,101,33,10,Medium
4,44658,25,Male,USA,RPG,13.58911431743949,0,Easy,5,38,24,11,Medium
5,46441,32,Male,Asia,Strategy,3.720037705967644,1,Medium,18,166,47,28,High
6,25984,29,Male,Asia,Strategy,3.791771814187972,0,Easy,4,124,7,7,Low
7,18806,16,Male,Europe,Strategy,7.2092541196754505,0,Easy,5,37,15,23,Low
8,39475,23,Male,Other,Strategy,2.6322068790979603,0,Easy,11,125,49,32,Medium
9,27409,20,Male,Europe,RPG,23.72756546292677,0,Easy,5,160,53,35,Medium
10,42248,41,Female,Europe,Sports,23.26082411627357,1,Easy,8,67,91,48,Medium
11,41641,41,Male,Europe,Strategy,22.843602559291643,0,Hard,17,23,16,32,Medium
12,32329,48,Male,Asia,Sports,0.7269217788582402,0,Medium,4,52,50,22,Medium
13,48856,34,Female,Europe,Strategy,1.3761994791166012,0,Medium,9,100,30,44,Medium
14,45431,47,Female,USA,Action,20.201309215835266,0,Medium,17,54,38,2,Low
15,18559,16,Female,Asia,Simulation,18.429784050736515,0,Medium,1,22,4,41,Low
16,39164,28,Female,Europe,Strategy,19.796986202756646,0,Easy,10,149,54,48,Medium
17,16087,21,Male,USA,Action,22.562894245547138,0,Easy,13,158,51,22,High
18,15014,27,Female,Europe,Sports,19.35739758865954,0,Easy,18,162,50,42,High
19,42747,18,Male,Other,Action,15.707459416180232,0,Easy,0,47,55,38,Medium
20,47914,23,Female,Asia,RPG,23.360001131717215,0,Easy,8,31,50,2,Medium
21,28222,41,Male,Europe,Sports,6.922222666939941,0,Easy,14,39,34,40,Low
22,47766,46,Female,Asia,Sports,19.589660973117404,1,Easy,12,60,34,21,Low
23,40619,17,Female,USA,Action,23.72442484602261,0,Medium,16,118,44,40,Low
24,28909,16,Male,Europe,Action,2.13883966662315,1,Easy,3,49,67,11,Low
25,35480,30,Male,USA,Action,14.51964690484984,0,Hard,11,21,16,17,Low
26,19303,23,Female,USA,Simulation,10.83161435503568,0,Easy,1,153,8,0,Low
27,34166,18,Female,Europe,Sports,23.175511709561615,0,Easy,7,61,67,30,Medium
28,32220,42,Male,Asia,Sports,13.165407576727834,0,Easy,5,170,35,1,High
29,48895,17,Male,Other,RPG,11.722883766467877,0,Hard,11,122,18,8,High
30,47925,40,Male,USA,Sports,18.101690785292895,0,Medium,5,64,63,4,Medium
31,22420,17,Male,USA,Sports,3.6075833153236614,0,Medium,17,177,62,2,High
32,38119,31,Female,Asia,Action,8.49702671451375,1,Easy,3,93,37,2,Low
33,41525,37,Female,Asia,Sports,3.9445616766364755,0,Hard,4,34,41,39,Medium
34,39627,38,Male,Asia,RPG,1.193441884415197,0,Hard,19,105,13,42,Medium
35,46717,47,Male,Asia,Simulation,1.208836267532845,0,Hard,1,48,31,22,Low
36,19975,39,Male,USA,Simulation,1.7744562528231937,0,Hard,1,21,63,3,Low
37,44759,15,Female,USA,Sports,6.8699628483540405,0,Medium,11,102,48,0,Medium
38,47219,47,Female,Asia,Strategy,1.5734749026585906,0,Medium,10,47,60,27,Low
39,43261,36,Female,USA,Action,21.57289687506669,0,Easy,11,116,53,21,Low
40,46081,30,Male,Europe,Strategy,18.41128046890627,0,Hard,13,157,32,47,High
41,15241,32,Female,Europe,Strategy,4.542807465485575,0,Hard,6,81,66,46,High
42,39347,21,Male,Other,Strategy,10.406150654874493,1,Hard,3,21,61,8,High
43,19023,31,Male,Europe,Strategy,0.14166058923100722,0,Easy,11,51,89,8,Medium
44,21619,39,Female,USA,Strategy,22.322905102271594,0,Easy,5,44,43,24,High
45,45030,42,Male,Asia,Sports,1.0952286788066488,1,Hard,6,43,39,47,Low
46,36342,20,Male,USA,Simulation,7.119622598500238,0,Medium,3,31,62,2,Low
47,37746,22,Male,USA,RPG,22.663324863772946,0,Easy,17,89,35,3,Low
48,21521,47,Male,Europe,Simulation,1.9718341987372465,0,Easy,4,156,32,15,Medium
49,19985,42,Female,USA,Strategy,3.226751247459842,0,Medium,12,128,21,37,High
50,48605,30,Female,Asia,RPG,17.93537780787425,0,Easy,16,38,37,31,High
51,21014,32,Female,Europe,Sports,17.18372956015168,0,Easy,1,105,40,36,Low
52,15699,33,Male,USA,Strategy,8.545042463633635,0,Easy,8,121,47,19,Medium
53,47662,19,Female,Europe,Strategy,20.6924770546585,0,Easy,19,63,30,40,High
54,17171,42,Female,Europe,Sports,9.726864586193885,1,Hard,14,82,60,3,Medium
55,43493,32,Female,USA,Sports,23.191616143609654,0,Hard,15,126,50,29,Medium
56,23163,48,Male,Europe,Action,9.22259940716127,0,Medium,10,152,13,35,Medium
57,19130,43,Female,Europe,Action,13.752605415432733,0,Easy,1,97,43,25,Low
58,47220,20,Male,Europe,Sports,5.621071949534617,0,Easy,14,177,64,38,High
59,45556,21,Female,Asia,Simulation,22.320110844675384,0,Easy,6,155,4,37,Medium
60,15697,42,Female,Europe,RPG,14.034797969997815,0,Medium,4,60,83,5,Medium
61,46322,44,Female,USA,Simulation,21.58212205592717,0,Easy,3,106,41,37,Medium
62,48115,24,Female,Europe,Simulation,2.306507785575185,0,Hard,16,160,13,23,Medium
63,17128,30,Male,Europe,Sports,10.202790191578648,0,Medium,11,173,63,28,Medium
64,34797,20,Male,Other,Sports,0.23911455668688197,0,Easy,11,172,38,14,Medium
65,49297,15,Female,Europe,Strategy,16.607812401754607,1,Medium,3,82,19,22,Low
66,15252,44,Male,USA,Action,12.1664863368027,0,Medium,14,119,64,21,Medium
67,33286,27,Female,Asia,RPG,5.780635129286048,0,Easy,6,161,63,24,High
68,41654,16,Female,Europe,Simulation,6.1899809994375925,0,Easy,11,51,27,34,Medium
69,30225,38,Female,USA,Simulation,1.5418398043862838,0,Easy,13,126,37,42,Medium
70,23236,41,Male,USA,Strategy,15.249128158417172,0,Easy,10,131,88,47,Low
71,44826,16,Male,Asia,RPG,11.52467003661351,0,Medium,9,72,12,46,Medium
72,19159,19,Male,Europe,Strategy,18.97963432022749,1,Medium,1,23,29,1,Low
73,19379,37,Male,USA,RPG,20.537028955055334,1,Hard,5,45,38,7,Low
74,22865,38,Female,Asia,RPG,20.554230913387944,0,Easy,4,101,48,7,Medium
75,49704,34,Female,Europe,Action,10.008980661719132,0,Easy,12,83,91,9,Medium
76,47322,30,Female,USA,Strategy,8.672205293333302,0,Hard,16,134,23,32,Medium
77,37329,19,Male,USA,Action,12.454595109937905,0,Medium,5,118,5,2,High
78,22999,28,Female,Other,Sports,19.112169662365996,0,Easy,5,75,83,12,Low
79,33554,33,Female,Europe,Strategy,12.644073571613884,0,Hard,17,159,53,-1,Medium
80,43182,28,Female,USA,Action,0.8408991002128089,0,Easy,15,101,55,9,High
81,21115,38,Female,USA,Sports,21.257773998677457,0,Hard,5,29,53,22,Medium
82,16712,17,Female,Europe,Strategy,3.7611336030815203,0,Medium,1,176,27,22,Low
83,40020,39,Female,USA,Simulation,6.932593225545881,1,Easy,15,184,32,7,High
84,30575,38,Female,USA,Strategy,2.229899693191532,0,Easy,15,164,35,31,Medium
85,18784,18,Female,USA,Simulation,1.990622637071164,0,Hard,11,124,68,47,Medium
86,20256,40,Female,Europe,RPG,5.718568817282026,0,Easy,3,42,91,45,Low
87,46448,32,Male,USA,Sports,18.22877046271869,0,Easy,5,56,40,18,Low
88,49118,47,Female,USA,Sports,24.003714159446208,0,Easy,3,37,30,14,Medium
89,47602,35,Male,Europe,Sports,6.172896306837103,0,Easy,11,93,67,40,High
90,47074,39,Male,Europe,Action,8.291807357101938,0,Easy,5,172,67,7,Medium
91,39050,27,Male,USA,RPG,9.451815645364457,1,Easy,13,174,38,17,Low
92,35597,30,Male,USA,Action,5.621717849359191,0,Easy,19,159,27,27,High
93,36242,35,Male,Asia,Strategy,3.3999874659087213,0,Easy,1,43,53,20,Medium
94,10206,36,Male,Asia,Strategy,16.046008037451514,1,Hard,8,163,56,23,High
95,24922,15,Female,Europe,Strategy,8.892638502307205,1,Hard,13,92,26,30,Medium
96,47999,43,Female,USA,Action,8.734183425856363,0,Easy,3,159,44,8,Low
97,16576,39,Female,Europe,Sports,14.453971278522488,0,Hard,14,108,36,42,Medium
98,30691,33,Female,Europe,Sports,14.324632910452312,0,Medium,4,50,26,22,Low
99,40903,48,Male,USA,Sports,22.7609343498525,0,Easy,17,167,18,45,High
100,40915,39,Female,Asia,Strategy,16.881774626174845,1,Easy,16,158,62,30,High
101,25106,37,Female,USA,Sports,22.00538666784061,1,Medium,6,46,72,14,Low
102,19827,43,Female,Europe,Simulation,14.469811012313828,0,Medium,3,128,50,47,Medium
103,43678,30,Female,Europe,Action,14.854998782506994,0,Easy,12,176,17,7,Low
104,41016,22,Male,Asia,Simulation,13.796210609170451,0,Medium,14,97,51,46,Medium
105,32438,16,Male,USA,Strategy,20.449944905849048,0,Medium,4,22,36,35,Low
106,44083,43,Male,Europe,RPG,1.4108239220410888,1,Hard,10,158,40,27,Medium
107,27611,36,Female,USA,Sports,23.834696275016324,1,Easy,9,111,48,44,Medium
108,41332,43,Male,Asia,Sports,2.508594304334611,0,Easy,19,150,59,3,Medium
109,44536,19,Female,Asia,Sports,8.054799499533473,0,Easy,18,82,26,40,Medium
110,20200,22,Female,USA,Sports,7.578301891909599,1,Easy,7,159,38,4,Medium
111,46004,40,Female,Asia,Strategy,8.432433375707788,0,Medium,14,65,93,26,Medium
112,40648,25,Female,USA,Sports,6.135062122585842,0,Easy,6,44,42,21,Low
113,16678,44,Female,USA,RPG,20.18727237329449,1,Hard,0,43,91,4,Low
114,42631,36,Male,USA,Strategy,20.97382746741123,0,Easy,19,108,43,14,Medium
115,24422,38,Male,USA,Strategy,9.367001946825258,0,Medium,1,72,50,4,Low
116,41007,22,Male,USA,Simulation,11.689652953937859,0,Easy,15,127,49,42,Medium
117,23523,24,Male,USA,RPG,5.223764933904588,1,Easy,4,59,6,35,High
118,20136,44,Male,Asia,Strategy,3.5938631785050656,0,Easy,19,183,18,40,High
119,47108,41,Female,Asia,RPG,19.751592287113944,0,Hard,5,55,60,47,Low
120,46594,29,Male,Asia,RPG,19.166323480386176,0,Medium,7,177,12,45,Medium
121,20097,28,Male,USA,Strategy,10.46702026163289,0,Easy,14,49,20,33,Low
122,46670,43,Female,USA,Sports,1.350965841926076,0,Easy,9,94,20,43,Medium
123,45076,40,Female,USA,Action,18.728811475400708,0,Easy,18,55,38,2,Medium
124,34995,30,Male,USA,Action,16.98536104970752,0,Hard,4,29,21,41,Low
125,11069,34,Male,Europe,Simulation,6.388199836343646,1,Hard,7,102,75,26,Medium
126,46024,16,Female,USA,Sports,21.099949785076515,0,Hard,7,97,55,26,High
127,28665,42,Female,Europe,Sports,12.671086869438465,0,Easy,14,118,25,40,Medium
128,21489,28,Male,Europe,RPG,9.403309242640374,0,Easy,11,161,74,22,Medium
129,21976,28,Female,USA,Sports,6.25123060936405,0,Easy,6,39,17,43,Medium
130,37504,20,Female,USA,Simulation,4.30795241240133,0,Easy,17,20,31,7,Medium
131,47437,48,Female,USA,Strategy,10.771041679119762,0,Easy,3,114,22,43,Low
132,42862,40,Male,USA,Simulation,9.327837368680692,1,Hard,14,98,12,19,Low
133,16487,37,Male,USA,Simulation,18.462513938970986,0,Easy,1,22,14,14,Low
134,43543,31,Female,Europe,Sports,9.848895245787185,1,Medium,18,52,3,29,Medium
135,26654,25,Female,USA,Strategy,3.3294465590147344,0,Easy,11,151,14,2,High
136,36960,27,Male,Europe,RPG,5.198405591653084,0,Hard,13,164,72,2,Medium
137,32032,41,Male,Asia,RPG,16.480443497199296,0,Hard,1,24,92,40,Low
138,39276,41,Female,USA,RPG,7.971419956797043,0,Hard,14,78,68,25,Medium
139,47543,41,Female,Europe,Simulation,6.103092435394897,1,Easy,5,128,19,45,Medium
140,14043,25,Female,USA,Sports,9.175146222585507,0,Medium,11,107,30,24,High
141,45557,33,Female,Asia,RPG,23.367958031845262,0,Easy,18,93,41,15,Medium
142,18543,16,Female,USA,Strategy,16.551863647127952,1,Medium,12,23,74,26,Medium
143,40697,34,Female,USA,Action,8.282911793600027,0,Easy,15,41,10,5,High
144,47187,40,Female,Other,Strategy,21.540677255670897,0,Medium,19,49,41,32,Medium
145,42782,19,Female,USA,Sports,1.140046745738926,0,Hard,4,87,51,35,Medium
146,37297,30,Male,Other,Simulation,22.91762112992123,0,Hard,4,53,44,3,Low
147,49082,21,Male,Europe,Sports,22.842136270999408,0,Hard,16,29,36,41,Low
148,46126,31,Female,USA,Sports,15.779378197300288,0,Easy,1,20,26,26,Low
149,19599,27,Male,USA,RPG,18.86119846274568,0,Medium,4,46,91,12,Medium
150,24169,35,Female,Europe,Action,20.775932240731297,0,Easy,1,49,94,1,Medium
151,9425,29,Female,Europe,RPG,21.090192990149117,1,Easy,4,89,3,46,Low
152,40446,45,Female,USA,Strategy,4.388109294128177,0,Easy,1,49,42,17,Low
153,11814,23,Male,Asia,Strategy,18.325288987657157,1,Medium,12,40,68,26,Medium
154,47568,28,Male,Europe,Action,2.3080900690885215,0,Easy,1,58,58,47,Low
155,39922,48,Female,Asia,Strategy,4.1964147187584215,0,Medium,19,142,45,23,Low
156,32266,15,Male,Other,Sports,23.5636244472035,0,Easy,5,80,93,14,Medium
157,24695,45,Male,Asia,Action,1.8255164656380676,1,Easy,19,188,48,8,High
158,14532,23,Female,USA,Sports,4.39069204995708,0,Medium,7,150,51,40,Medium
159,45387,36,Female,Europe,Strategy,10.933431288189752,0,Easy,8,55,25,32,Low
160,39744,29,Female,Other,Strategy,21.645888801054962,0,Medium,0,26,47,1,Low
161,33528,48,Female,Other,Action,1.8413625875884492,0,Medium,3,93,50,39,Low
162,20057,36,Female,Asia,Strategy,3.8882357373682916,0,Hard,7,119,13,24,Medium
163,27568,31,Female,USA,Action,5.346610361156042,1,Easy,11,131,84,22,Low
164,21864,17,Female,Other,RPG,21.920967314636908,0,Easy,3,27,61,23,Medium
165,37345,36,Female,Asia,Simulation,19.784923332329623,1,Medium,12,18,75,9,Low
166,33718,37,Male,USA,Action,7.00174900601149,0,Easy,15,167,21,34,High
167,21934,39,Male,Other,Strategy,12.845360458349656,0,Easy,12,66,63,34,Medium
168,36628,43,Male,USA,RPG,7.482380137685488,0,Easy,7,68,39,23,Low
169,29865,39,Male,Asia,Simulation,0.39062940048873784,0,Medium,15,184,34,3,Medium
170,39640,25,Female,Asia,Sports,8.140313322997308,0,Easy,12,153,19,21,High
171,36032,41,Female,USA,Strategy,9.125025156196767,0,Easy,16,44,94,45,High
172,41633,25,Male,USA,RPG,11.371614656814245,1,Hard,6,49,49,17,Medium
173,35885,16,Male,USA,Strategy,7.119209640215199,0,Hard,1,120,32,18,Low
174,45408,18,Male,Other,RPG,7.4922695591140185,0,Medium,1,23,1,2,Low
175,30664,21,Male,USA,Action,13.900149021602614,0,Medium,7,67,4,16,Medium
176,27725,24,Male,Europe,Strategy,14.732247220820986,0,Medium,14,33,52,41,High
177,46432,17,Male,Europe,RPG,9.044055638875331,0,Easy,1,28,42,1,Low
178,47247,19,Male,USA,Strategy,11.097016168399456,1,Hard,15,136,31,8,Medium
179,28609,38,Male,Europe,Simulation,17.976479981466166,0,Hard,14,177,31,32,High
